khipu_id,structural_cluster,predicted_function,confidence,administrative_type,cord_count,hierarchy_depth,summation_match_rate,numeric_coverage,unique_color_count,color_entropy
1000216,2,Accounting,1.0,Standard Administrative Record,11,2,0.0,0.7272727272727273,2.0,0.2868359830561607
1000217,2,Accounting,1.0,Standard Administrative Record,8,1,0.0,0.5,3.0,0.9002560512685369
1000218,2,Accounting,1.0,Standard Administrative Record,6,1,0.0,0.8333333333333334,2.0,0.5623351446188083
1000220,6,Accounting,1.0,Exceptional/Anomalous,17,2,0.0,0.9411764705882352,4.0,1.0710178890244566
1000221,6,Accounting,1.0,Exceptional/Anomalous,34,1,0.0,0.8823529411764706,4.0,1.0972821595600364
1000222,6,Accounting,1.0,Exceptional/Anomalous,41,2,0.0833333333333333,0.926829268292683,8.0,1.7285987757340686
1000223,6,Accounting,1.0,Exceptional/Anomalous,32,2,0.0,0.8125,3.0,0.6150342641411843
1000224,2,Accounting,1.0,Standard Administrative Record,6,1,0.0,0.3333333333333333,3.0,0.936888307539016
1000225,2,Accounting,1.0,Standard Administrative Record,9,1,0.0,0.8888888888888888,2.0,0.45056120886630463
1000226,2,Accounting,1.0,Standard Administrative Record,7,1,0.0,0.7142857142857143,3.0,1.0042424730540764
1000227,0,Accounting,1.0,Compact Operational Record,52,3,0.4444444444444444,0.7307692307692307,2.0,0.605797499372304
1000228,6,Accounting,1.0,Exceptional/Anomalous,46,1,0.0,0.7608695652173914,2.0,0.6730116670092565
1000229,6,Accounting,1.0,Exceptional/Anomalous,81,2,0.0,0.9135802469135802,5.0,1.1396368855409793
1000230,6,Accounting,1.0,Exceptional/Anomalous,87,2,0.1428571428571428,0.735632183908046,4.0,1.2100209632365777
1000231,6,Accounting,0.9425268883979926,Exceptional/Anomalous,46,2,0.0,0.108695652173913,2.0,0.669703107035711
1000232,6,Accounting,1.0,Exceptional/Anomalous,36,2,0.0,0.3333333333333333,4.0,1.1269287948006759
1000233,6,Accounting,1.0,Exceptional/Anomalous,59,2,0.0,0.9830508474576272,2.0,0.08591550133466311
1000234,6,Accounting,1.0,Exceptional/Anomalous,57,1,0.0,0.8771929824561403,2.0,0.627941588739906
1000235,0,Accounting,1.0,Compact Operational Record,82,4,0.0,0.7926829268292683,7.0,1.768170984258727
1000236,6,Accounting,1.0,Exceptional/Anomalous,83,2,0.0,0.5060240963855421,9.0,1.6168186228237122
1000238,3,Accounting,1.0,Local Operational Record,327,4,0.054054054054054,0.6513761467889908,11.0,1.694096673332414
1000239,0,Accounting,1.0,Compact Operational Record,62,3,0.0,0.8225806451612904,5.0,1.0677823242528828
1000240,6,Accounting,1.0,Exceptional/Anomalous,48,1,0.0,0.9791666666666666,3.0,0.8734602768523686
1000241,6,Non-Accounting,0.7512553944051484,Exceptional/Anomalous,87,2,0.0,0.057471264367816,3.0,0.887694275799104
1000242,2,Accounting,1.0,Standard Administrative Record,7,1,0.0,0.5714285714285714,1.0,0.0
1000243,6,Accounting,1.0,Exceptional/Anomalous,24,2,0.0,0.9166666666666666,5.0,1.4116473906265246
1000244,6,Accounting,1.0,Exceptional/Anomalous,26,2,0.0,0.4615384615384615,2.0,0.4293230219306162
1000245,6,Accounting,1.0,Exceptional/Anomalous,34,2,0.0,0.6764705882352942,8.0,1.9325132406099401
1000246,6,Accounting,1.0,Exceptional/Anomalous,42,1,0.0,0.7380952380952381,2.0,0.11466528220290656
1000247,6,Accounting,0.9166567061968334,Exceptional/Anomalous,27,1,0.0,0.0,3.0,1.0608569471580214
1000248,6,Accounting,0.9265904810312705,Exceptional/Anomalous,27,1,0.0,0.0,5.0,1.30283471945696
1000249,6,Accounting,1.0,Exceptional/Anomalous,67,2,0.5,0.9552238805970148,8.0,1.8935827079936502
1000250,1,Accounting,1.0,Aggregated Summary,75,1,0.0,0.48,7.0,1.50830215520365
1000251,4,Accounting,0.9826187136846323,Lateral Category Tracking,80,2,0.9230769230769232,0.8875,7.0,1.595657070991671
1000252,6,Accounting,0.9906832298136646,Exceptional/Anomalous,14,1,0.0,0.8571428571428571,2.0,0.25731864054383163
1000253,6,Accounting,1.0,Exceptional/Anomalous,25,1,0.0,0.96,4.0,0.49875846591288275
1000254,6,Accounting,1.0,Exceptional/Anomalous,12,1,0.0,0.5833333333333334,5.0,1.5890269151739727
1000255,6,Accounting,1.0,Exceptional/Anomalous,32,2,0.0,0.8125,4.0,1.3169718565075788
1000256,6,Accounting,1.0,Exceptional/Anomalous,15,1,0.0,0.4666666666666667,4.0,1.0625354080615974
1000257,2,Accounting,1.0,Standard Administrative Record,8,2,0.0,0.375,5.0,1.4941751382893085
1000258,6,Accounting,0.9361687195568774,Exceptional/Anomalous,45,1,0.0,0.0,7.0,1.6447506563216447
1000259,1,Accounting,1.0,Aggregated Summary,112,1,0.0,0.5089285714285714,5.0,1.5110889112908334
1000260,6,Accounting,1.0,Exceptional/Anomalous,36,2,0.0,0.6111111111111112,6.0,1.5158237605786415
1000261,6,Accounting,1.0,Exceptional/Anomalous,36,2,0.0,0.6111111111111112,4.0,1.2698151807571345
1000262,1,Accounting,1.0,Aggregated Summary,74,1,0.0,0.6891891891891891,4.0,1.3844663828483748
1000263,6,Accounting,1.0,Exceptional/Anomalous,75,2,0.0,0.6533333333333333,5.0,1.5658243235357738
1000264,6,Accounting,1.0,Exceptional/Anomalous,115,2,0.0,0.7391304347826086,13.0,1.6322035553249516
1000265,6,Accounting,1.0,Exceptional/Anomalous,56,2,0.0,0.9642857142857144,5.0,1.267379539678781
1000266,6,Accounting,1.0,Exceptional/Anomalous,55,2,0.1111111111111111,0.9818181818181818,5.0,1.239733000992151
1000267,1,Accounting,0.9901960784313725,Aggregated Summary,62,1,0.0,0.9838709677419356,4.0,1.3203309724452235
1000268,1,Accounting,1.0,Aggregated Summary,73,1,0.0,0.9863013698630136,6.0,1.4361811885555797
1000269,6,Accounting,1.0,Exceptional/Anomalous,106,2,0.2,0.9905660377358492,4.0,1.3261784894276492
1000270,6,Accounting,1.0,Exceptional/Anomalous,103,2,0.0,0.8737864077669902,11.0,2.1571520733735876
1000271,6,Accounting,1.0,Exceptional/Anomalous,126,2,0.0,0.6428571428571429,12.0,2.0848921133258678
1000272,6,Accounting,0.9901960784313725,Exceptional/Anomalous,62,2,0.0,0.8064516129032258,6.0,1.6655237263866403
1000273,3,Accounting,1.0,Local Operational Record,372,2,0.15,0.8629032258064516,12.0,1.7858879394836533
1000274,6,Accounting,1.0,Exceptional/Anomalous,132,2,0.0,0.9318181818181818,12.0,2.2377281439960095
1000275,3,Accounting,1.0,Local Operational Record,289,2,0.0172413793103448,0.8339100346020761,18.0,2.549016276897858
1000276,2,Accounting,1.0,Standard Administrative Record,9,2,0.0,0.8888888888888888,5.0,1.4270610433807247
1000277,6,Accounting,1.0,Exceptional/Anomalous,40,1,0.0,0.775,7.0,1.7079246416666576
1000279,3,Accounting,1.0,Local Operational Record,592,6,0.0327868852459016,0.5996621621621622,13.0,1.871196972271294
1000280,6,Accounting,1.0,Exceptional/Anomalous,274,2,0.0,0.9343065693430656,13.0,2.0116670132339034
1000283,6,Accounting,1.0,Exceptional/Anomalous,44,2,0.0,0.7727272727272727,9.0,1.695424784209612
1000285,0,Accounting,1.0,Compact Operational Record,158,3,0.2758620689655172,0.7658227848101266,14.0,1.91412665426689
1000287,6,Accounting,1.0,Exceptional/Anomalous,261,2,0.0909090909090909,0.4712643678160919,13.0,1.920499691282312
1000288,6,Accounting,1.0,Exceptional/Anomalous,17,2,0.0,0.6470588235294118,6.0,1.577478207627389
1000289,6,Accounting,1.0,Exceptional/Anomalous,13,2,0.0,0.7692307692307693,6.0,1.6300005591616533
1000290,6,Accounting,1.0,Exceptional/Anomalous,24,2,0.0,0.2916666666666667,3.0,0.8365651720880255
1000291,6,Accounting,1.0,Exceptional/Anomalous,25,1,0.0,0.88,3.0,0.33422114621338295
1000292,3,Accounting,1.0,Local Operational Record,867,4,0.0616438356164383,0.8339100346020761,19.0,2.136161489945479
1000293,3,Accounting,1.0,Local Operational Record,322,3,0.0294117647058823,0.8726708074534162,10.0,1.7696703935378992
1000295,6,Accounting,1.0,Exceptional/Anomalous,43,2,0.0,0.8372093023255814,9.0,1.9671041558198863
1000296,6,Accounting,1.0,Exceptional/Anomalous,39,1,0.0,0.7435897435897436,6.0,1.343128429501132
1000297,6,Accounting,1.0,Exceptional/Anomalous,25,1,0.0,0.68,3.0,0.8333654410717204
1000298,0,Accounting,1.0,Compact Operational Record,276,4,0.0204081632653061,0.7898550724637681,10.0,1.8785101991432118
1000299,0,Accounting,1.0,Compact Operational Record,257,4,0.1111111111111111,0.5992217898832685,12.0,2.00432355187661
1000300,0,Accounting,1.0,Compact Operational Record,90,3,0.0454545454545454,0.7333333333333333,4.0,0.18613957809551446
1000301,0,Accounting,1.0,Compact Operational Record,106,3,0.0,0.6792452830188679,3.0,0.4106688328866673
1000302,0,Accounting,1.0,Compact Operational Record,101,3,0.0,0.6732673267326733,3.0,0.3895368598820391
1000303,4,Accounting,0.9822086535424782,Lateral Category Tracking,18,2,0.6666666666666666,0.9444444444444444,2.0,0.5908422462755826
1000304,6,Accounting,1.0,Exceptional/Anomalous,92,2,0.1666666666666666,0.7065217391304348,3.0,0.9931170922011971
1000305,0,Accounting,1.0,Compact Operational Record,76,3,0.125,0.7763157894736842,3.0,0.8624922565436293
1000306,2,Accounting,0.9907407407407408,Standard Administrative Record,20,2,0.125,0.85,2.0,0.6881388137135884
1000307,2,Accounting,0.9907407407407408,Standard Administrative Record,21,2,0.125,0.8571428571428571,2.0,0.6920129648318738
1000309,2,Accounting,0.9907407407407408,Standard Administrative Record,43,2,0.3333333333333333,0.9767441860465116,3.0,0.7874805253590562
1000310,6,Accounting,1.0,Exceptional/Anomalous,98,2,0.125,0.979591836734694,5.0,1.1614822151376498
1000312,1,Accounting,1.0,Aggregated Summary,90,1,0.0,0.8666666666666667,3.0,0.9982861882777421
1000313,6,Accounting,1.0,Exceptional/Anomalous,96,2,0.375,0.9479166666666666,4.0,1.158966282197929
1000314,0,Accounting,1.0,Compact Operational Record,213,4,0.0,0.92018779342723,3.0,0.05992315462168969
1000315,6,Accounting,0.9906832298136646,Exceptional/Anomalous,87,2,0.0,0.6896551724137931,4.0,0.9695189321479225
1000316,0,Accounting,1.0,Compact Operational Record,127,3,0.125,0.6771653543307087,9.0,1.1913996648776908
1000317,6,Accounting,1.0,Exceptional/Anomalous,58,2,0.0,0.7068965517241379,9.0,2.0089334811623822
1000318,0,Accounting,1.0,Compact Operational Record,23,3,0.0,0.9565217391304348,7.0,1.594999709425332
1000319,0,Accounting,1.0,Compact Operational Record,24,3,0.0,0.7083333333333334,8.0,1.5751765904639274
1000320,0,Accounting,1.0,Compact Operational Record,78,4,0.0,0.6282051282051282,6.0,1.2880707807446143
1000321,3,Accounting,1.0,Local Operational Record,1228,3,0.2666666666666666,0.2752442996742671,34.0,1.6539710156238114
1000322,6,Accounting,1.0,Exceptional/Anomalous,41,2,0.1111111111111111,0.7804878048780488,7.0,1.5292201541433692
1000323,0,Accounting,1.0,Compact Operational Record,219,3,0.0,0.730593607305936,7.0,1.334485070019246
1000324,6,Accounting,1.0,Exceptional/Anomalous,66,2,0.0,0.7121212121212122,4.0,1.2115548457978074
1000325,6,Accounting,0.9722158693856806,Exceptional/Anomalous,45,2,0.0,0.2222222222222222,5.0,1.279977433276482
1000326,2,Accounting,1.0,Standard Administrative Record,9,1,0.0,0.8888888888888888,1.0,0.0
1000327,0,Accounting,1.0,Compact Operational Record,56,3,0.0,0.3392857142857143,6.0,1.523964627467207
1000328,6,Accounting,1.0,Exceptional/Anomalous,23,1,0.0,0.6521739130434783,7.0,1.6968950476761906
1000329,3,Accounting,1.0,Local Operational Record,305,3,0.0,0.8426229508196721,10.0,1.7081476496393684
1000330,6,Accounting,1.0,Exceptional/Anomalous,39,1,0.0,0.7948717948717948,6.0,1.641163452493218
1000331,1,Accounting,1.0,Aggregated Summary,172,2,0.0,0.872093023255814,5.0,1.2360797404558075
1000332,6,Accounting,1.0,Exceptional/Anomalous,161,2,0.2941176470588235,0.6770186335403726,7.0,1.2769247852009595
1000333,6,Accounting,1.0,Exceptional/Anomalous,180,2,0.03125,0.75,5.0,1.3473645577096662
1000335,6,Accounting,1.0,Exceptional/Anomalous,47,1,0.0,0.5957446808510638,4.0,1.1326130565682502
1000336,1,Accounting,1.0,Aggregated Summary,108,1,0.0,0.8611111111111112,5.0,1.4708930992385651
1000337,0,Accounting,1.0,Compact Operational Record,70,4,0.0,0.6857142857142857,8.0,1.6188197772844604
1000338,6,Accounting,1.0,Exceptional/Anomalous,27,1,0.0,0.8888888888888888,8.0,1.8884155976469286
1000339,0,Accounting,1.0,Compact Operational Record,58,4,0.0769230769230769,0.8620689655172413,17.0,2.4322566192967208
1000340,0,Accounting,1.0,Compact Operational Record,231,4,0.2727272727272727,0.6623376623376623,13.0,1.7996429267953757
1000342,1,Accounting,1.0,Aggregated Summary,187,1,0.0,0.5133689839572193,4.0,1.1467830285201934
1000344,1,Accounting,1.0,Aggregated Summary,320,1,0.0,0.80625,5.0,1.3273402701897257
1000345,0,Accounting,1.0,Compact Operational Record,162,3,0.09375,0.9074074074074074,3.0,0.8873251989986526
1000346,1,Accounting,1.0,Aggregated Summary,75,1,0.0,0.56,5.0,1.4864983615558414
1000347,2,Accounting,1.0,Standard Administrative Record,10,2,0.0,0.5,6.0,1.6094379124341
1000348,2,Accounting,1.0,Standard Administrative Record,5,1,0.0,0.8,3.0,1.0114042647073518
1000349,2,Accounting,1.0,Standard Administrative Record,6,2,0.0,0.6666666666666666,4.0,1.3296613488547582
1000350,2,Accounting,1.0,Standard Administrative Record,4,1,0.0,0.75,3.0,1.0397207708399179
1000351,6,Accounting,0.9906832298136646,Exceptional/Anomalous,76,2,0.0,0.6052631578947368,4.0,0.8731622001126073
1000352,4,Accounting,0.9639725792719211,Lateral Category Tracking,56,3,1.0,0.6071428571428571,8.0,1.624644748786093
1000353,0,Accounting,1.0,Compact Operational Record,32,3,0.0,0.90625,12.0,2.0455289728552812
1000354,2,Accounting,1.0,Standard Administrative Record,5,1,0.0,0.8,1.0,0.0
1000355,2,Accounting,1.0,Standard Administrative Record,8,1,0.0,0.875,4.0,1.3208883431493221
1000356,6,Accounting,1.0,Exceptional/Anomalous,29,2,0.0,0.896551724137931,4.0,1.0589358019699933
1000357,2,Accounting,1.0,Standard Administrative Record,8,1,0.0,0.875,2.0,0.37677016125643675
1000358,0,Accounting,1.0,Compact Operational Record,34,3,0.0,0.3529411764705882,7.0,1.7139005983978295
1000359,1,Accounting,1.0,Aggregated Summary,150,1,0.0,0.4333333333333333,10.0,1.7902314335334442
1000361,3,Accounting,1.0,Local Operational Record,371,2,0.0833333333333333,0.431266846361186,7.0,1.3814566676566438
1000363,1,Accounting,1.0,Aggregated Summary,165,1,0.0,0.993939393939394,2.0,0.03717567946137977
1000365,1,Accounting,1.0,Aggregated Summary,71,1,0.0,0.8028169014084507,2.0,0.12831870551552965
1000366,6,Accounting,1.0,Exceptional/Anomalous,97,2,0.0,0.3917525773195876,5.0,1.3745916441130814
1000367,0,Non-Accounting,0.782929359607366,Compact Operational Record,61,3,0.1,0.7213114754098361,0.0,0.0
1000368,3,Accounting,1.0,Local Operational Record,405,4,0.1111111111111111,0.3975308641975308,8.0,1.4938022850497514
1000369,1,Accounting,1.0,Aggregated Summary,173,2,0.0,0.9364161849710982,3.0,0.9900415399108947
1000371,6,Accounting,1.0,Exceptional/Anomalous,164,2,0.0,0.298780487804878,4.0,1.289674856877837
1000374,1,Accounting,1.0,Aggregated Summary,92,1,0.0,0.9891304347826086,2.0,0.05996015212476477
1000375,6,Accounting,1.0,Exceptional/Anomalous,99,2,0.5,0.8686868686868687,4.0,1.1765837205936587
1000376,1,Accounting,1.0,Aggregated Summary,181,1,0.0,0.9723756906077348,3.0,0.14469863101637398
1000377,6,Accounting,1.0,Exceptional/Anomalous,46,2,0.0,0.4130434782608695,3.0,0.6277052571971504
1000378,6,Accounting,1.0,Exceptional/Anomalous,15,1,0.0,0.7333333333333333,6.0,1.6170531525095537
1000380,0,Accounting,1.0,Compact Operational Record,189,4,0.0757575757575757,0.925925925925926,9.0,1.6061806632521551
1000381,1,Accounting,1.0,Aggregated Summary,90,1,0.0,0.9444444444444444,7.0,1.801771432476183
1000382,1,Accounting,1.0,Aggregated Summary,77,1,0.0,0.987012987012987,5.0,0.9347214305070322
1000383,1,Accounting,0.9303800651499392,Aggregated Summary,116,1,0.0,0.9827586206896552,1.0,0.0
1000385,1,Accounting,1.0,Aggregated Summary,99,1,0.0,0.9696969696969696,3.0,0.6790337949111431
1000386,6,Accounting,1.0,Exceptional/Anomalous,33,2,0.0,0.5454545454545454,6.0,1.4827747807981326
1000387,0,Accounting,1.0,Compact Operational Record,34,3,0.0,0.8235294117647058,5.0,1.2823855431161975
1000388,4,Accounting,0.9637750823566134,Lateral Category Tracking,6,3,0.6666666666666666,0.8333333333333334,2.0,0.6931471805599453
1000389,2,Accounting,1.0,Standard Administrative Record,9,2,0.5,0.6666666666666666,2.0,0.6365141682948128
1000390,4,Accounting,0.9262031514752515,Lateral Category Tracking,137,2,1.0,0.7226277372262774,11.0,1.8346710646802895
1000392,2,Accounting,1.0,Standard Administrative Record,12,2,0.0,0.8333333333333334,4.0,1.1988493129136213
1000393,6,Accounting,1.0,Exceptional/Anomalous,18,1,0.0,0.7777777777777778,7.0,1.6629504665882109
1000395,5,Accounting,1.0,Multi-Level Aggregation,16,1,0.0,0.625,3.0,1.0239287996389363
1000396,0,Accounting,1.0,Compact Operational Record,222,3,0.1794871794871795,0.8153153153153153,10.0,1.8878836468994216
1000397,6,Accounting,1.0,Exceptional/Anomalous,26,2,0.0,0.8461538461538461,4.0,1.3516811946858949
1000398,6,Accounting,1.0,Exceptional/Anomalous,36,2,0.25,0.6666666666666666,6.0,1.4298659347314904
1000399,6,Accounting,1.0,Exceptional/Anomalous,21,1,0.0,0.8571428571428571,3.0,0.8515842539195699
1000400,0,Accounting,1.0,Compact Operational Record,60,3,0.0,0.4166666666666667,4.0,1.1648213767244648
1000401,0,Accounting,1.0,Compact Operational Record,134,3,0.0333333333333333,0.835820895522388,8.0,1.5210977782513324
1000402,6,Accounting,1.0,Exceptional/Anomalous,34,2,0.0,0.5,5.0,1.1949065914130628
1000403,0,Accounting,1.0,Compact Operational Record,67,3,0.25,0.5522388059701493,5.0,1.2032167265814253
1000404,6,Accounting,1.0,Exceptional/Anomalous,21,2,0.0,0.9047619047619048,4.0,1.194355901968133
1000405,6,Accounting,1.0,Exceptional/Anomalous,26,2,0.0,0.9615384615384616,4.0,1.2614633441368988
1000406,0,Accounting,1.0,Compact Operational Record,126,3,0.0465116279069767,0.9285714285714286,10.0,1.6980923081611117
1000407,6,Accounting,0.990566037735849,Exceptional/Anomalous,105,2,0.0,0.219047619047619,7.0,1.7904359053364358
1000408,6,Accounting,1.0,Exceptional/Anomalous,48,2,0.0,0.5,3.0,0.5442837329694393
1000409,6,Accounting,1.0,Exceptional/Anomalous,34,2,0.0,0.8529411764705882,4.0,1.2854716744674484
1000410,2,Accounting,1.0,Standard Administrative Record,15,2,0.0,0.7333333333333333,1.0,0.0
1000411,2,Accounting,1.0,Standard Administrative Record,6,1,0.0,0.5,2.0,0.410116318288409
1000412,2,Accounting,1.0,Standard Administrative Record,8,1,0.0,0.875,2.0,0.5623351446188083
1000413,0,Accounting,1.0,Compact Operational Record,269,3,0.0178571428571428,0.7137546468401487,8.0,1.7816245228324092
1000414,2,Accounting,1.0,Standard Administrative Record,12,2,0.5,0.6666666666666666,2.0,0.6791932659915256
1000415,6,Accounting,1.0,Exceptional/Anomalous,59,2,0.0,0.9322033898305084,8.0,1.7655169835849374
1000416,6,Accounting,1.0,Exceptional/Anomalous,11,1,0.0,0.9090909090909092,2.0,0.6554817739013927
1000417,6,Accounting,0.9362593813951914,Exceptional/Anomalous,26,2,0.0,0.0,2.0,0.20619205063323187
1000418,0,Accounting,0.9908256880733944,Compact Operational Record,92,4,0.1666666666666666,0.6195652173913043,4.0,0.8447324062837043
1000419,1,Accounting,1.0,Aggregated Summary,97,1,0.0,0.9896907216494846,2.0,0.08476607571480994
1000420,6,Accounting,1.0,Exceptional/Anomalous,15,1,0.0,0.9333333333333332,1.0,0.0
1000421,6,Accounting,1.0,Exceptional/Anomalous,32,2,0.0,0.9375,7.0,1.7783357935275959
1000422,6,Accounting,1.0,Exceptional/Anomalous,97,2,0.0,0.6804123711340206,5.0,1.5905861398082566
1000423,0,Accounting,1.0,Compact Operational Record,52,4,0.0666666666666666,0.7692307692307693,4.0,1.2290223281933483
1000424,6,Accounting,1.0,Exceptional/Anomalous,28,2,0.2,0.7857142857142857,5.0,1.187818818730957
1000425,2,Accounting,1.0,Standard Administrative Record,14,2,0.0,0.7142857142857143,6.0,1.7379834485870498
1000426,6,Accounting,1.0,Exceptional/Anomalous,28,2,0.0,0.6071428571428571,5.0,1.4025539662752262
1000427,0,Accounting,0.9906832298136646,Compact Operational Record,19,3,0.0,0.8421052631578947,5.0,1.3130105920403288
1000428,6,Accounting,1.0,Exceptional/Anomalous,21,2,0.0,0.8571428571428571,6.0,1.6137942391528548
1000429,6,Accounting,0.99,Exceptional/Anomalous,28,1,0.0,0.8928571428571429,3.0,0.7663521182273951
1000430,6,Accounting,1.0,Exceptional/Anomalous,44,2,0.0,0.7954545454545454,7.0,1.723985153161589
1000431,6,Accounting,1.0,Exceptional/Anomalous,58,2,0.0,0.5344827586206896,4.0,1.1937785947143043
1000432,0,Accounting,1.0,Compact Operational Record,16,3,0.0,0.5,6.0,1.6914343362809572
1000433,6,Accounting,1.0,Exceptional/Anomalous,65,2,0.25,0.676923076923077,6.0,1.6662079224498416
1000434,2,Accounting,1.0,Standard Administrative Record,10,1,0.0,0.3,2.0,0.34883209584303193
1000435,2,Accounting,1.0,Standard Administrative Record,13,2,0.0,0.6923076923076923,2.0,0.2868359830561607
1000436,6,Accounting,1.0,Exceptional/Anomalous,137,2,0.0,0.781021897810219,8.0,1.7280062541045895
1000437,6,Accounting,1.0,Exceptional/Anomalous,36,2,0.0,0.6666666666666666,2.0,0.5341593666871499
1000438,6,Accounting,1.0,Exceptional/Anomalous,23,1,0.0,0.4347826086956521,2.0,0.48691270946460224
1000439,6,Accounting,0.9906832298136646,Exceptional/Anomalous,30,2,0.0,0.8,4.0,0.9434632692411776
1000440,2,Accounting,1.0,Standard Administrative Record,10,2,0.0,0.9,1.0,0.0
1000441,6,Accounting,1.0,Exceptional/Anomalous,19,1,0.0,0.9473684210526316,3.0,0.8544149816001841
1000442,6,Accounting,1.0,Exceptional/Anomalous,32,2,0.0,0.71875,4.0,1.3529067540026487
1000443,2,Accounting,1.0,Standard Administrative Record,8,2,0.0,0.75,7.0,1.9061547465398496
1000444,1,Accounting,0.9178185512067091,Aggregated Summary,56,1,0.0,0.0,6.0,1.4053826347099465
1000445,6,Accounting,0.9655421326580853,Exceptional/Anomalous,18,1,0.0,0.0,6.0,1.5229550675313182
1000446,6,Accounting,0.9806832298136646,Exceptional/Anomalous,77,2,0.05,0.8441558441558441,6.0,1.651059147004751
