khipu_id,deviation_type,numeric_deviation,structural_deviation,chromatic_deviation,deviation_count,anomaly_score,is_anomaly,n_colors,color_entropy
1000000,none,False,False,False,0,-0.3642151294707316,False,5,2.2684727509097744
1000001,none,False,False,False,0,-0.4186502970874611,False,1,0.0
1000002,none,False,False,False,0,-0.3774877526627154,False,8,2.6983537359358065
1000003,chromatic,False,False,True,1,-0.3801148243407787,False,6,2.0515331677817206
1000004,chromatic,False,False,True,1,-0.3950537134563524,False,7,2.0571280704954336
1000005,none,False,False,False,0,-0.3581252762618265,False,2,0.28639695682741717
1000006,none,False,False,False,0,-0.3778870371706305,False,4,1.6719811709060037
1000007,none,False,False,False,0,-0.4745342246979549,False,8,2.6714037386579332
1000008,none,False,False,False,0,-0.3592500099377053,False,3,0.9382400480143734
1000009,chromatic,False,False,True,1,-0.37255635234423,False,7,2.3282270665635063
1000010,none,False,False,False,0,-0.3777597048087038,False,7,2.558419606389377
1000011,none,False,False,False,0,-0.3566299540648417,False,4,1.6374112383914667
1000012,none,False,False,False,0,-0.3946984992594285,False,11,2.7852326066792257
1000013,structural,False,True,False,1,-0.4010592678650795,False,2,0.9043814574359548
1000014,structural,False,True,False,1,-0.3898233701913226,False,3,1.499000441503341
1000015,none,False,False,False,0,-0.3451522291426199,False,3,1.4681773208460207
1000017,chromatic,False,False,True,1,-0.3421876874654946,False,5,1.938561046789939
1000018,none,False,False,False,0,-0.4718697742585322,False,8,1.3692696142467629
1000019,none,False,False,False,0,-0.3972989141925299,False,6,1.6390409010924796
1000020,hybrid,False,True,True,2,-0.6424630990655833,False,10,2.553923003859004
1000021,chromatic,False,False,True,1,-0.3874260422883889,False,7,2.1158929805290763
1000022,none,False,False,False,0,-0.3838960080496855,False,6,1.9031603466159477
1000023,hybrid,False,True,True,2,-0.5923098788326576,False,14,2.6323835725187426
1000024,structural,False,True,False,1,-0.5837895438983314,False,9,1.582890161706799
1000025,structural,False,True,False,1,-0.6329041045104989,False,7,1.7338291841113775
1000026,none,False,False,False,0,-0.3559299555253815,False,3,1.3599924917856794
1000027,none,False,False,False,0,-0.3745279010345206,False,3,1.5394910698673259
1000028,none,False,False,False,0,-0.3663081229298054,False,3,1.3566695194005023
1000029,chromatic,False,False,True,1,-0.4246503517188828,False,8,2.4096644044017377
1000030,none,False,False,False,0,-0.3455460257823115,False,3,1.3141506217154515
1000031,none,False,False,False,0,-0.3657502743395727,False,3,1.0529815746974607
1000032,none,False,False,False,0,-0.3854462735580098,False,7,2.165301427810292
1000033,none,False,False,False,0,-0.3483499887228318,False,2,0.9998484826405668
1000034,chromatic,False,False,True,1,-0.365403474884179,False,7,2.1842676884407974
1000035,none,False,False,False,0,-0.3478526123380748,False,3,1.577863485388384
1000036,none,False,False,False,0,-0.3585005593864196,False,2,0.9587118826885929
1000037,none,False,False,False,0,-0.3457929998210285,False,3,1.0086232673436542
1000038,structural,False,True,False,1,-0.443129361998506,False,2,0.9999999997114609
1000039,structural,False,True,False,1,-0.383665531641352,False,7,2.193968270371305
1000040,none,False,False,False,0,-0.364436804442918,False,4,1.7505709327424903
1000041,structural,False,True,False,1,-0.3901782302623849,False,3,1.2039262882073782
1000042,none,False,False,False,0,-0.3612408541707445,False,5,1.8609028726090342
1000043,chromatic,False,False,True,1,-0.3548159433437904,False,5,2.280950925503252
1000044,none,False,False,False,0,-0.3506770962940282,False,6,2.3014649429716925
1000045,none,False,False,False,0,-0.4533428038856161,False,5,0.5410392619164647
1000046,none,False,False,False,0,-0.3504774020182323,False,2,0.7024665510018513
1000047,none,False,False,False,0,-0.3649540493573576,False,4,1.8086822241235399
1000048,hybrid,True,True,False,2,-0.5170880880101824,False,2,0.26676498751448696
1000049,none,False,False,False,0,-0.3493080468698754,False,3,1.4029342377625806
1000050,none,False,False,False,0,-0.3534484716166597,False,5,2.0977561818087636
1000051,structural,False,True,False,1,-0.3584491600458046,False,4,1.6358275839608771
1000052,none,False,False,False,0,-0.3580539515520881,False,3,1.3766699529644835
1000053,structural,False,True,False,1,-0.5533798136236123,False,4,1.0242580617018746
1000054,none,False,False,False,0,-0.356268198253269,False,1,0.0
1000055,none,False,False,False,0,-0.374125373442516,False,4,1.4083445435804325
1000056,structural,False,True,False,1,-0.4139311171706003,False,4,0.9191427127445202
1000057,structural,False,True,False,1,-0.4569832039786458,False,3,0.8883085721377996
1000058,none,False,False,False,0,-0.3525013653416332,False,3,1.279974913471349
1000059,none,False,False,False,0,-0.3604191109844536,False,3,1.4772170010296741
1000060,none,False,False,False,0,-0.3656100267155566,False,3,1.492614067584317
1000061,structural,False,True,False,1,-0.4345928441016446,False,4,1.9056390616524883
1000062,structural,False,True,False,1,-0.4310128941231121,False,3,1.4056390617967578
1000063,none,False,False,False,0,-0.504757507887867,False,7,2.492947949145936
1000064,structural,False,True,False,1,-0.3577335073433869,False,4,1.8489879885004497
1000065,structural,False,True,False,1,-0.45788358226638,False,3,1.4897648377496333
1000066,none,False,False,False,0,-0.3975310643718094,False,1,0.0
1000067,none,False,False,False,0,-0.362399755658471,False,3,1.2870540276859184
1000068,none,False,False,False,0,-0.3867079267699808,False,1,0.0
1000069,none,False,False,False,0,-0.4194467106915034,False,3,1.378783493053367
1000070,none,False,False,False,0,-0.393644303102955,False,3,1.2806721290880785
1000071,structural,False,True,False,1,-0.3785176829040786,False,7,2.7675011119452955
1000072,chromatic,False,False,True,1,-0.3655002205136134,False,3,1.5306189944157085
1000073,chromatic,False,False,True,1,-0.386477487688702,False,3,1.1887218751080586
1000074,none,False,False,False,0,-0.4216126263823626,False,3,0.5489544339922315
1000075,numeric,True,False,False,1,-0.539874746604303,False,3,1.5466316149609691
1000076,numeric,True,False,False,1,-0.4830879060048894,False,4,1.7853171337026263
1000077,structural,False,True,False,1,-0.5371819684751737,False,3,1.4846334587207355
1000078,none,False,False,False,0,-0.3793769195313323,False,1,0.0
1000079,none,False,False,False,0,-0.3594146417674749,False,6,2.4477729602416645
1000080,structural,False,True,False,1,-0.3655027256341112,False,3,1.0189139557672542
1000081,none,False,False,False,0,-0.3697196711536878,False,3,1.5275302078674848
1000082,none,False,False,False,0,-0.4075557078334259,False,2,0.3227569586088592
1000083,none,False,False,False,0,-0.3746643433525325,False,6,2.215524999635176
1000084,none,False,False,False,0,-0.4143913581043118,False,2,0.5916727782937884
1000085,none,False,False,False,0,-0.4751224784081201,False,7,2.5763683575367815
1000086,none,False,False,False,0,-0.3931845804418042,False,4,1.9329145634023197
1000087,none,False,False,False,0,-0.3461184510588022,False,5,1.9746881895730821
1000088,structural,False,True,False,1,-0.6044544181251691,False,1,0.0
1000089,none,False,False,False,0,-0.4247754543873357,False,6,1.6706070868683887
1000090,none,False,False,False,0,-0.3624908995517517,False,4,1.7028195305377052
1000091,none,False,False,False,0,-0.3481328922476836,False,7,2.5181504107534094
1000092,none,False,False,False,0,-0.3716762772355882,False,2,0.9999999997114609
1000093,none,False,False,False,0,-0.3465220462351994,False,2,0.9182958337659504
1000094,none,False,False,False,0,-0.4229627441788895,False,4,1.8878387757543864
1000096,hybrid,False,True,True,2,-0.7479590740522242,False,8,0.7635002185625063
1000097,none,False,False,False,0,-0.3622034253242187,False,5,1.570635278923028
1000098,none,False,False,False,0,-0.3586730690558801,False,5,1.7779098709670653
1000099,structural,False,True,False,1,-0.3718772780331041,False,3,1.4687316179557164
1000100,structural,False,True,False,1,-0.3601803503461978,False,4,1.5990919733788216
1000101,none,False,False,False,0,-0.3417474458448109,False,3,1.3416303584521052
1000103,structural,False,True,False,1,-0.5722540900117087,False,6,1.3181573825739135
1000105,none,False,False,False,0,-0.3974715438758183,False,2,0.6193821943902247
1000106,none,False,False,False,0,-0.3614853844015722,False,4,1.7762976251481208
1000107,none,False,False,False,0,-0.3656978341881713,False,2,0.9999999997114609
1000108,structural,False,True,False,1,-0.360761772092635,False,3,1.1867198440999482
1000109,structural,False,True,False,1,-0.4034313144995493,False,3,1.5394847564986933
1000110,structural,False,True,False,1,-0.3553475619186997,False,3,1.219748493027948
1000111,none,False,False,False,0,-0.3891674797067602,False,4,1.7841591272743436
1000112,structural,False,True,False,1,-0.4617927574575554,False,4,1.9999999994229218
1000113,structural,False,True,False,1,-0.3771986950189831,False,6,2.423721484934048
1000114,none,False,False,False,0,-0.3711244925393958,False,2,0.9999999997114609
1000115,none,False,False,False,0,-0.4093611166958123,False,2,0.24137901331457115
1000116,none,False,False,False,0,-0.3586218581887535,False,1,0.0
1000117,none,False,False,False,0,-0.3526710433284449,False,2,0.9494520150994095
1000118,hybrid,True,True,False,2,-0.5511757851321278,False,3,1.4725137489251265
1000119,structural,False,True,False,1,-0.3860806666800879,False,2,0.8631205682780919
1000120,none,False,False,False,0,-0.369389006847342,False,4,1.5692105162095626
1000121,none,False,False,False,0,-0.3690159118578457,False,5,1.7234684598659424
1000122,none,False,False,False,0,-0.3623484582098334,False,2,0.2974722486307506
1000123,none,False,False,False,0,-0.3779167937378607,False,3,1.3534485041788449
1000124,structural,False,True,False,1,-0.4838358292528871,False,5,1.8279529811683504
1000125,none,False,False,False,0,-0.3563067068226963,False,5,2.0549128899282545
1000126,none,False,False,False,0,-0.3549685837796128,False,3,1.1095349074516623
1000127,none,False,False,False,0,-0.3672303081534767,False,8,2.5809167880852315
1000128,none,False,False,False,0,-0.349922481705748,False,4,1.293992545074837
1000129,structural,False,True,False,1,-0.4886820714268362,False,3,1.4999999995671913
1000130,none,False,False,False,0,-0.3834657625246847,False,4,1.7609640468666032
1000131,structural,False,True,False,1,-0.3887832907265515,False,3,0.9062004467795054
1000132,none,False,False,False,0,-0.3463656297570587,False,1,0.0
1000133,none,False,False,False,0,-0.3627131977986599,False,2,0.9980008835837606
1000134,none,False,False,False,0,-0.3891080560056767,False,1,0.0
1000135,chromatic,False,False,True,1,-0.3683718149731348,False,3,1.2994705703644438
1000136,none,False,False,False,0,-0.4407137097974813,False,2,0.9182958337659504
1000137,none,False,False,False,0,-0.344030725737296,False,2,0.9059282157544601
1000138,none,False,False,False,0,-0.3480362553410063,False,5,1.8289382167036323
1000139,none,False,False,False,0,-0.3497123853205581,False,4,1.708098662924728
1000140,chromatic,False,False,True,1,-0.4510400007986433,False,12,2.9699709037911077
1000141,none,False,False,False,0,-0.3842555539299467,False,2,0.7219280945988233
1000142,none,False,False,False,0,-0.3574083303206155,False,4,1.6841857363313562
1000143,structural,False,True,False,1,-0.3584759612170903,False,3,1.469064051331236
1000144,chromatic,False,False,True,1,-0.3999767821611621,False,10,2.9021775692812493
1000145,none,False,False,False,0,-0.3501712012029695,False,5,2.1777968108772483
1000146,none,False,False,False,0,-0.4433570291363938,False,5,1.6012865698894632
1000147,none,False,False,False,0,-0.4606822451113785,False,8,2.2136922386984623
1000148,none,False,False,False,0,-0.441726633475059,False,5,2.0874472636062245
1000149,none,False,False,False,0,-0.3675761757073548,False,2,0.8112781241705938
1000150,none,False,False,False,0,-0.3446523028963346,False,4,1.9918642478166593
1000151,none,False,False,False,0,-0.3696615219935744,False,5,1.8987345341121102
1000152,none,False,False,False,0,-0.3655594898469277,False,6,1.8392617645479379
1000154,none,False,False,False,0,-0.4371501552791602,False,5,2.251629166666475
1000155,structural,False,True,False,1,-0.6157784174498768,False,1,0.0
1000156,structural,False,True,False,1,-0.4115037116057069,False,2,0.9999999997114609
1000157,none,False,False,False,0,-0.3821028649782195,False,2,0.8812908989421536
1000158,none,False,False,False,0,-0.3551018752073567,False,8,2.698836729849053
1000159,none,False,False,False,0,-0.3466977324283138,False,6,2.3926832515692475
1000160,structural,False,True,False,1,-0.5541293612897322,False,0,0.0
1000161,none,False,False,False,0,-0.3709782236608932,False,3,1.526234909516714
1000162,none,False,False,False,0,-0.3515859710752186,False,2,0.8453509363338975
1000163,none,False,False,False,0,-0.3619421714240679,False,1,0.0
1000164,none,False,False,False,0,-0.3774586733233306,False,7,2.1627387712118153
1000165,none,False,False,False,0,-0.3569453266574879,False,3,1.0881641530643205
1000166,none,False,False,False,0,-0.3442782437766677,False,3,1.3162522195097688
1000167,none,False,False,False,0,-0.3506213410685258,False,2,0.9426831889669532
1000168,structural,False,True,False,1,-0.4893781235183427,False,1,0.0
1000169,chromatic,False,False,True,1,-0.3637667432723745,False,2,0.27619542735940006
1000170,none,False,False,False,0,-0.350606823783974,False,3,1.5812571973874396
1000171,none,False,False,False,0,-0.3675761757073548,False,2,0.8960382322460184
1000172,structural,False,True,False,1,-0.3563532142999722,False,3,1.1077843845197086
1000173,none,False,False,False,0,-0.3881784636789691,False,2,0.7642045062200812
1000174,structural,False,True,False,1,-0.4757278490596014,False,0,0.0
1000176,structural,False,True,False,1,-0.383719609997131,False,2,0.9957274517963866
1000177,structural,False,True,False,1,-0.5159844615220669,False,2,0.9963165192704231
1000178,none,False,False,False,0,-0.3470942087378698,False,2,0.9940302111884174
1000179,chromatic,False,False,True,1,-0.3453062947527046,False,6,1.8747429948186043
1000180,none,False,False,False,0,-0.3864159780721821,False,3,1.3552615763064773
1000182,structural,False,True,False,1,-0.5255943021678268,False,2,0.9999999997114609
1000183,hybrid,False,True,True,2,-0.6102578187005456,False,6,1.6608647754755106
1000184,structural,False,True,False,1,-0.4126553910069789,False,5,1.5576500842836911
1000185,none,False,False,False,0,-0.3731906870227954,False,3,0.9899635008353895
1000186,none,False,False,False,0,-0.375390149899349,False,3,1.4604846808803027
1000187,chromatic,False,False,True,1,-0.3800792529437496,False,2,0.4394969866329743
1000188,none,False,False,False,0,-0.3498767709136439,False,1,0.0
1000189,none,False,False,False,0,-0.3732323436118154,False,2,0.8935711013656518
1000190,none,False,False,False,0,-0.4515087007696046,False,1,0.0
1000191,none,False,False,False,0,-0.3791453624912635,False,2,0.8453509363338975
1000192,none,False,False,False,0,-0.3593984658172152,False,6,2.008371412797849
1000194,none,False,False,False,0,-0.3942620817865461,False,3,1.530493056324674
1000195,structural,False,True,False,1,-0.5008778918543958,False,4,1.9999999994229218
1000196,structural,False,True,False,1,-0.5911645975387225,False,1,0.0
1000197,none,False,False,False,0,-0.3603537932913335,False,5,1.8359153429291872
1000198,none,False,False,False,0,-0.4160183735381223,False,5,1.711069617980277
1000199,none,False,False,False,0,-0.3431785516448716,False,3,1.2847772380471203
1000200,none,False,False,False,0,-0.3695099715499373,False,3,1.3401179474649405
1000201,none,False,False,False,0,-0.40856773052768,False,6,2.1940073370869397
1000204,none,False,False,False,0,-0.4023361457906148,False,3,1.5419822838535895
1000205,structural,False,True,False,1,-0.4601030055151058,False,2,0.7219280945988233
1000206,none,False,False,False,0,-0.3674905148578367,False,3,1.295836388858355
1000207,none,False,False,False,0,-0.3490713156306247,False,5,1.9442717479625347
1000208,none,False,False,False,0,-0.384858020218141,False,2,0.9503376696824877
1000209,none,False,False,False,0,-0.3562522374584749,False,4,1.813657782395542
1000210,none,False,False,False,0,-0.4127832824819208,False,5,1.7735572615538375
1000211,none,False,False,False,0,-0.3435741565674972,False,7,2.446439343661129
1000212,none,False,False,False,0,-0.3439898256958034,False,4,1.8144896184146266
1000213,structural,False,True,False,1,-0.3635203408982863,False,4,1.8130296415751201
1000214,none,False,False,False,0,-0.3452833681362621,False,5,1.6213925899618826
1000216,none,False,False,False,0,-0.378093632588657,False,2,0.4138168500150947
1000217,none,False,False,False,0,-0.4106485616749687,False,3,1.29879494026259
1000218,none,False,False,False,0,-0.4433593579762801,False,2,0.8112781241705938
1000220,none,False,False,False,0,-0.3592458104956917,False,4,1.545152196621872
1000221,structural,False,True,False,1,-0.3587356150056375,False,4,1.5830435294761185
1000222,chromatic,False,False,True,1,-0.3509811939331715,False,8,2.493840880284118
1000223,none,False,False,False,0,-0.3391507349039254,False,3,0.8873068824204711
1000224,none,False,False,False,0,-0.4644988283570676,False,3,1.3516441147205838
1000225,none,False,False,False,0,-0.4311822253845474,False,2,0.6500224213598151
1000226,none,False,False,False,0,-0.4187971834927102,False,3,1.4488156352923758
1000227,chromatic,False,False,True,1,-0.3620273195866775,False,2,0.8739810478388188
1000228,structural,False,True,False,1,-0.3665227576115964,False,2,0.9709505941661296
1000229,chromatic,False,False,True,1,-0.3536673173927008,False,5,1.6441484824627666
1000230,none,False,False,False,0,-0.3558737754962267,False,4,1.7456912424560194
1000231,none,False,False,False,0,-0.3960477715985174,False,2,0.9661773510998118
1000232,none,False,False,False,0,-0.3644134453740291,False,4,1.6258145831168331
1000233,none,False,False,False,0,-0.3895625463992042,False,2,0.12394986742246857
1000234,structural,False,True,False,1,-0.3794795622276707,False,2,0.9059282157544601
1000235,chromatic,False,False,True,1,-0.3936054194430944,False,7,2.550931509423936
1000236,chromatic,False,False,True,1,-0.3684371029828626,False,9,2.3325762078662677
1000238,chromatic,False,False,True,1,-0.4671509099138279,False,11,2.444064867816199
1000239,none,False,False,False,0,-0.3551279403408008,False,5,1.5404842632271776
1000240,hybrid,False,True,True,2,-0.3951121156565144,False,3,1.2601368093956047
1000241,none,False,False,False,0,-0.500540351056879,False,3,1.2806721290880785
1000242,none,False,False,False,0,-0.4184870302629917,False,1,0.0
1000243,none,False,False,False,0,-0.3478835712097259,False,5,2.036576689219385
1000244,none,False,False,False,0,-0.3663409667083647,False,2,0.6193821943902247
1000245,none,False,False,False,0,-0.3439281667619285,False,8,2.788027267526065
1000246,structural,False,True,False,1,-0.3690381535186994,False,2,0.16542703370772777
1000247,structural,False,True,False,1,-0.4129779803420431,False,3,1.530493056324674
1000248,structural,False,True,False,1,-0.4129779803420431,False,5,1.8795931881371724
1000249,none,False,False,False,0,-0.3639954850646165,False,8,2.7318623811813776
1000250,structural,False,True,False,1,-0.4131507884825605,False,7,2.176020038464555
1000251,none,False,False,False,0,-0.3561369398888546,False,7,2.302046542269206
1000252,none,False,False,False,0,-0.3642685700449435,False,2,0.3712323263523366
1000253,structural,False,True,False,1,-0.3628618484631851,False,4,0.7195563647968252
1000254,none,False,False,False,0,-0.3802171098889926,False,5,2.2924812496392306
1000255,none,False,False,False,0,-0.3427717318227966,False,4,1.8999887657967371
1000256,none,False,False,False,0,-0.3809367772391785,False,4,1.5329145634023194
1000257,none,False,False,False,0,-0.4247842905556254,False,5,2.155639061508219
1000258,structural,False,True,False,1,-0.4178495004905803,False,7,2.372873614364218
1000259,structural,False,True,False,1,-0.4217342837269738,False,5,2.1800404779402407
1000260,none,False,False,False,0,-0.3515108638551613,False,6,2.1868714213828486
1000261,none,False,False,False,0,-0.3515108638551613,False,4,1.8319560635467624
1000262,structural,False,True,False,1,-0.3923684249282299,False,4,1.9973627842357533
1000263,none,False,False,False,0,-0.3574230816652341,False,5,2.259006985747029
1000264,none,False,False,False,0,-0.3712134205718976,False,13,2.354771973113138
1000265,none,False,False,False,0,-0.3736675751746618,False,5,1.8284421760973664
1000266,none,False,False,False,0,-0.3572047321674102,False,5,1.7885566518364207
1000267,structural,False,True,False,1,-0.3913010326309558,False,4,1.9048349457017486
1000268,structural,False,True,False,1,-0.4009060543330818,False,6,2.0719714776815357
1000269,none,False,False,False,0,-0.369698899577447,False,4,1.913271129453808
1000270,chromatic,False,False,True,1,-0.3569970892366003,False,11,3.1121125971124557
1000271,chromatic,False,False,True,1,-0.3670524640176654,False,12,3.007863510952505
1000272,none,False,False,False,0,-0.356547229545141,False,6,2.4028428196752953
1000273,none,False,False,False,0,-0.4844075093035818,False,12,2.576491672145242
1000274,chromatic,False,False,True,1,-0.3777231192082242,False,12,3.228359294469473
1000275,chromatic,False,False,True,1,-0.4297868929540664,False,18,3.6774531392289376
1000276,none,False,False,False,0,-0.4382123124937139,False,5,2.0588138896098536
1000277,hybrid,False,True,True,2,-0.4068816404833312,False,7,2.4640144097346606
1000279,hybrid,False,True,True,2,-0.6457848912918444,False,13,2.699566590546736
1000280,chromatic,False,False,True,1,-0.447536431932753,False,13,2.9022220220369612
1000283,none,False,False,False,0,-0.3446284208395281,False,9,2.4459809270810227
1000285,none,False,False,False,0,-0.3739019429518674,False,14,2.7615010297244513
1000287,chromatic,False,False,True,1,-0.4441122689857006,False,13,2.7706953787662734
1000288,chromatic,False,False,True,1,-0.3611883551704947,False,6,2.2758199863888273
1000289,chromatic,False,False,True,1,-0.3679581114022122,False,6,2.3515937224831385
1000290,none,False,False,False,0,-0.3775602058270575,False,3,1.2069084247190085
1000291,structural,False,True,False,1,-0.3577287533320533,False,3,0.4821791897694643
1000292,hybrid,False,True,True,2,-0.6224734124752361,False,19,3.0818295853412003
1000293,chromatic,False,False,True,1,-0.4299362053653318,False,10,2.5530946993224526
1000295,none,False,False,False,0,-0.3530969604086041,False,9,2.8379314092149945
1000296,structural,False,True,False,1,-0.3679408789774968,False,6,1.9377247236526478
1000297,structural,False,True,False,1,-0.3587968746727503,False,3,1.2022921886496063
1000298,chromatic,False,False,True,1,-0.4337556987059355,False,10,2.7101173471205553
1000299,chromatic,False,False,True,1,-0.4656108535998351,False,12,2.891627646898105
1000300,none,False,False,False,0,-0.3665859182840503,False,4,0.26854264565448455
1000301,none,False,False,False,0,-0.3676171500950919,False,3,0.5924698882204449
1000302,none,False,False,False,0,-0.3665500346791326,False,3,0.5619828955624684
1000303,none,False,False,False,0,-0.358754023553535,False,2,0.8524051783609394
1000304,none,False,False,False,0,-0.3568936874959522,False,3,1.4327651035079259
1000305,none,False,False,False,0,-0.360091756835596,False,3,1.2443133008878169
1000306,none,False,False,False,0,-0.3545690573303698,False,2,0.9927744536992693
1000307,none,False,False,False,0,-0.3528671242938263,False,2,0.998363672305274
1000309,none,False,False,False,0,-0.3561847462806825,False,3,1.1360942482993375
1000310,none,False,False,False,0,-0.390651244429383,False,5,1.6756646311384675
1000312,structural,False,True,False,1,-0.3983100866710877,False,3,1.440222532783436
1000313,none,False,False,False,0,-0.3644548522538887,False,4,1.6720349073073926
1000314,none,False,False,False,0,-0.4397368802340419,False,3,0.08645083757432578
1000315,chromatic,False,False,True,1,-0.3568809176640147,False,4,1.3987201548806933
1000316,chromatic,False,False,True,1,-0.3760035976801116,False,9,1.7188263869373919
1000317,chromatic,False,False,True,1,-0.3544842013990436,False,9,2.8982783694503444
1000318,none,False,False,False,0,-0.3752756129336752,False,7,2.3010981699973785
1000319,none,False,False,False,0,-0.3715660594912143,False,8,2.2724994544325376
1000320,none,False,False,False,0,-0.4003284772352697,False,6,1.8582933268286133
1000321,hybrid,False,True,True,2,-0.6680332468526305,False,34,2.3861757771093925
1000322,none,False,False,False,0,-0.3429260149789042,False,7,2.2061983318002087
1000323,chromatic,False,False,True,1,-0.4304331156263251,False,7,1.9252549916472415
1000324,none,False,False,False,0,-0.3562491895687628,False,4,1.7479041672204112
